FID,SampleID,Species,Latitude,Longitude,dem3s_int,ADBed,Pclay,pH,Psand,Psilt,SOC,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,HLI,CTI
0,NSW0634,Eucalyptus sideroxylon,-36.57282005,145.0199922,148,3756,25,64,61,14,53,14.8832998,10.8667002,43.641201,495.5409851,26.3999996,1.5,24.8999996,9.6499996,18.7000008,21.0499992,8.8666697,567,59,31,19.8619003,171,108,113,167,0.890958,14.1055002
1,NSW0635,Eucalyptus sideroxylon,-36.58238389,145.0242203,156,3784,25,62,59,16,59,14.7958002,10.6750002,43.3942986,487.1600037,26.2000008,1.6,24.6000004,9.6333303,18.5499992,20.8666992,8.8833303,575,60,31,20.8924999,176,108,113,171,0.896466,10.4603004
2,NSW0636,Eucalyptus sideroxylon,-36.57675636,145.0324082,145,2756,26,66,60,14,52,14.8542004,10.6917,43.462101,487.3190002,26.2000008,1.6,24.6000004,9.6999998,18.6166992,20.8999996,8.9333296,570,59,31,20.2497005,173,108,113,168,0.898575,11.1989002
3,NSW0638,Eucalyptus sideroxylon,-36.58394937,145.047194,145,4120,22,65,63,14,57,14.9083004,10.7166996,43.5637016,485.1419983,26.2999992,1.7,24.6000004,9.8000002,18.6499996,20.9333,9,567,59,31,20.5384998,173,107,113,168,0.894927,10.2816
4,NSW0640,Eucalyptus sideroxylon,-36.60462627,145.0229112,146,4128,23,62,62,15,55,14.75,10.7333002,43.6314011,484.5339966,26.1000004,1.5,24.6000004,9.6333303,18.4832993,20.7667007,8.8500004,570,59,31,20.6653996,174,107,113,169,0.893875,10.4245005
5,NSW0641,Eucalyptus sideroxylon,-36.65971658,145.0181855,150,3872,24,62,60,16,61,14.7333002,11.25,44.2913017,500.0469971,26.5,1.1,25.3999996,9.5,18.5832996,20.9666996,8.6833296,579,61,32,21.4904995,180,108,114,174,0.892296,15.2723999
6,NSW0643,Eucalyptus sideroxylon,-36.6739908,145.0166211,151,4493,27,64,57,16,55,14.7082996,11.3500004,44.5098,502.4609985,26.5,1,25.5,9.4499998,18.5832996,20.9666996,8.6333303,584,61,32,21.5373993,180,109,115,175,0.90333,9.7692604
7,NSW0645,Eucalyptus sideroxylon,-36.7236042,145.0350827,159,2931,27,67,58,15,48,14.8000002,11.1999998,44.2687988,494.946991,26.5,1.2,25.2999992,9.6333303,18.6333008,20.9666996,8.8000002,593,63,33,20.9647999,183,111,118,177,0.891997,12.5116997
8,NSW0646,Eucalyptus sideroxylon,-36.74485945,145.0508309,169,3779,25,66,60,15,55,14.7292004,11.2250004,44.1929016,495.618988,26.5,1.1,25.3999996,9.5500002,18.5667,20.9167004,8.7333298,602,64,33,21.3742008,186,112,119,181,0.880164,9.7189703
9,NSW0648,Eucalyptus sideroxylon,-36.81190739,145.0158986,173,3271,28,66,58,14,56,14.5916996,11.3832998,44.4660988,494.6520081,26.3999996,0.8,25.6000004,9.3833303,18.4500008,20.75,8.6000004,609,66,32,22.552,190,110,118,187,0.891407,9.7890997
10,NSW0655,Eucalyptus sideroxylon,-37.01049227,144.7784227,298,1988,33,67,53,14,60,13.6332998,10.8000002,45,465.7609863,24.7000008,0.7,24,8.6333303,17.4333,19.3999996,8,656,72,33,26.2381992,209,113,123,207,0.894289,11.4253998
11,NSW0658,Eucalyptus sideroxylon,-37.01464324,144.831663,289,3004,29,59,59,12,61,13.7250004,10.7666998,44.8610992,467.8989868,24.7999992,0.8,24,8.6999998,17.5333004,19.5333004,8.1000004,659,72,33,26.2112007,212,113,123,209,0.881648,10.3676996
12,NSW0659,Eucalyptus sideroxylon,-37.02068324,144.8832116,275,2950,33,58,55,13,62,13.8374996,10.8916998,45.0069008,473.6470032,25,0.8,24.2000008,8.8000002,17.6833,19.7166996,8.1333303,657,73,32,26.6504993,212,111,121,208,0.900058,10.8128996
13,NSW0661,Eucalyptus sideroxylon,-37.00828783,145.0232347,182,3649,29,65,58,13,57,14.1917,11.0667,45.5418015,470.6369934,25.3999996,1.1,24.2999992,9.1666698,17.9832993,19.9832993,8.46667,634,70,33,24.7938004,201,111,118,200,0.898749,11.6132002
14,NSW0669,Eucalyptus sideroxylon,-37.06037583,145.0340321,199,2796,32,61,53,15,65,14.1541996,11.3083,46.1565018,470.0119934,25.5,1,24.5,9.1333303,17.9832993,19.9167004,8.4333296,639,70,34,25.2880001,204,111,119,202,0.902922,10.4391003
15,NSW0693,Eucalyptus sideroxylon,-36.65700881,145.9723619,194,3553,33,66,49,18,62,14.8583002,12.0500002,45.1310997,528.6300049,27.3999996,0.7,26.7000008,9.3000002,21.3332996,21.5499992,8.6166697,796,93,38,27.9237995,266,133,138,263,0.896416,10.6368999
16,NSW0696,Eucalyptus sideroxylon,-36.25227026,146.2403332,152,4184,29,64,57,14,54,15.1708002,12.1583004,44.212101,547.7700195,28,0.5,27.5,9.46667,19.4832993,22.0667,8.5833302,630,69,33,23.7570992,202,111,124,193,0.887817,10.0130997
17,NSW0698,Eucalyptus sideroxylon,-36.24428691,146.1827203,231,2076,24,60,63,13,56,14.9041996,10.625,41.5038986,535.3610229,26.7999992,1.2,25.6000004,9.2666702,19.0667,21.7166996,8.53333,676,77,34,25.6161995,221,118,128,213,0.88741,13.1104002
18,NSW0700,Eucalyptus sideroxylon,-36.24574788,146.1546351,226,2009,24,61,61,15,57,15.0124998,10.9417,42.2458,534.492981,27.1000004,1.2,25.8999996,9.3666697,19.1833,21.7833004,8.6333303,662,75,34,24.8659992,215,117,127,207,0.904441,11.0586996
19,NSW0701,Eucalyptus sideroxylon,-36.23739875,146.1312255,199,2200,30,61,56,14,51,15.2082996,11.3332996,43.257,533.1030273,27.3999996,1.2,26.2000008,9.5666704,19.3833008,21.8666992,8.8000002,637,71,33,24.1138992,204,113,124,197,0.900939,10.7164001
20,NSW0703,Eucalyptus sideroxylon,-36.20948324,146.1312206,194,2490,26,61,60,14,48,15.2375002,11.3583002,43.1875992,536.2329712,27.5,1.2,26.2999992,9.5666704,19.3833008,21.9333,8.78333,632,71,33,23.9594002,203,113,124,196,0.889934,14.4813004
21,NSW0704,Eucalyptus sideroxylon,-36.19781404,146.1311256,182,3117,27,64,59,14,43,15.3542004,11.7582998,43.8744011,544.3909912,27.8999996,1.1,26.7999992,9.6000004,19.5167007,22.1667004,8.8000002,621,69,33,23.0359993,197,112,124,191,0.885929,12.9348001
22,J355,Eucalyptus sideroxylon,-36.09264,146.61917,181,3071,26,64,56,18,55,15.0583,12.6000004,44.5229988,555.4110107,28.2000008,-0.1,28.2999992,9.21667,19.5167007,22.0499992,8.3833303,656,74,32,24.8721008,214,114,125,205,0.895233,12.2643003
23,J385,Eucalyptus sideroxylon,-36.17434,146.66263,252,3153,25,59,58,17,57,14.5791998,12.375,44.0391006,562.7949829,27.6000004,-0.5,28.1000004,8.5666704,18.9167004,21.7000008,7.9000001,743,86,34,27.4412003,248,128,134,239,0.906046,12.1554003
24,NSW0061,Eucalyptus sideroxylon,-35.38459039,147.7846044,272,2639,28,60,55,17,51,14.9457998,12.9582996,44.6838989,581.3640137,28.5,-0.5,29,8.8500004,19.3666992,22.25,7.9166698,768,84,38,22.0323009,238,141,157,229,0.886283,13.25
25,NSW0581,Eucalyptus sideroxylon,-35.47152406,147.6383768,455,1861,28,62,53,19,63,14,11.5333004,42.4020004,551.9219971,26.6000004,-0.6,27.2000008,8.0833302,20.7000008,20.9500008,7.3499999,808,91,40,23.5995998,255,146,160,251,0.893029,11.5679998
26,NSW0586,Eucalyptus sideroxylon,-36.13796021,146.6475878,220,3118,28,61,55,17,59,15.0625,12.2582998,44.0946999,553.9000244,28,0.2,27.7999992,9.2333298,19.3666992,22.1000004,8.46667,683,78,33,25.5935993,225,119,128,216,0.899474,10.6988001
27,NSW0735,Eucalyptus sideroxylon,-36.10311831,146.6144493,225,2325,30,61,53,17,57,14.9083004,12.3999996,44.2857018,553.0079956,27.8999996,-0.1,28,9.0500002,19.3332996,21.8833008,8.28333,675,76,33,25.2150002,221,117,128,212,0.893727,10.3292999
28,J352,Eucalyptus sideroxylon,-35.25665,147.68486,278,1862,28,62,55,16,53,15.1667004,12.7166996,44.1551018,583.6259766,28.6000004,-0.2,28.7999992,8.96667,19.5832996,22.5167007,8.1000004,693,73,37,18.9279995,209,134,145,198,0.901027,14.5563002
29,J359,Eucalyptus sideroxylon,-34.47594,147.40941,319,3311,25,62,61,14,49,15.5207996,11.7082996,41.9654007,587.3800049,28.5,0.6,27.8999996,11.5667,20.0832996,22.8666992,8.3999996,559,59,30,17.7073002,166,107,123,150,0.894085,10.5360003
30,NSW0053,Eucalyptus sideroxylon,-35.28080978,147.7194433,260,2709,31,61,56,13,44,15.3542004,12.8583002,44.3390999,587.3770142,28.8999996,-0.1,29,9.1833296,22.3500004,22.7332993,8.2333298,680,72,37,19.1156998,205,132,142,195,0.878305,8.9256401
31,NSW0054,Eucalyptus sideroxylon,-35.26500704,147.6920104,306,2400,30,62,55,15,51,15.0417004,12.6000004,44.0559006,581.9359741,28.3999996,-0.2,28.6000004,8.8666697,21.9832993,22.3666992,8,708,76,37,20.2010002,216,134,146,206,0.903174,10.4878998
32,NSW0056,Eucalyptus sideroxylon,-35.27284018,147.7017631,266,2231,31,61,55,14,46,15.2166996,12.7666998,44.328701,586.2180176,28.7000008,-0.1,28.7999992,9.0166702,22.2000008,22.5832996,8.1166697,692,73,37,19.4120998,210,133,144,200,0.884412,12.3710003
33,NSW0057,Eucalyptus sideroxylon,-35.2807625,147.7429167,261,2332,29,60,55,16,43,15.2624998,12.6083002,43.9314995,582.8930054,28.6000004,-0.1,28.7000008,9.0833302,19.6833,22.5832996,8.21667,700,75,37,20.0751991,214,133,145,204,0.90103,9.9787798
34,NSW0059,Eucalyptus sideroxylon,-35.32370609,147.7886907,282,1951,28,59,58,14,49,15.1708002,11.625,41.3700981,579.1190186,28.2000008,0.1,28.1000004,9.03333,19.5167007,22.4666996,8.1833296,735,79,38,20.6987991,226,138,152,216,0.890355,9.7648697
35,NSW0067,Eucalyptus sideroxylon,-35.14584437,147.5388173,214,2841,36,62,51,13,40,15.5417004,12.7833004,43.7784996,593.0540161,29.2000008,0,29.2000008,11.6667004,20.0167007,22.9832993,8.3666697,612,62,37,15.1866999,177,126,135,165,0.910277,10.6575003
36,NSW0069,Eucalyptus sideroxylon,-35.16186898,147.5825697,213,2536,32,61,55,13,42,15.5500002,12.9499998,44.1980019,591.2659912,29.2999992,0,29.2999992,11.6999998,20.0167007,23,8.4166698,615,62,37,15.3788004,179,125,136,166,0.88981,10.5556002
37,NSW0489,Eucalyptus sideroxylon,-33.93080737,147.1581723,287,3060,29,67,61,11,42,16.4832993,12.0667,42.3391991,592.5880127,29.7999992,1.3,28.5,12.6833,20.8332996,23.8500004,9.1999998,513,55,32,16.3705006,143,108,129,122,0.888501,10.2903004
38,NSW0492,Eucalyptus sideroxylon,-33.93868377,147.1302972,292,1933,29,67,61,10,40,16.4666996,11.9333,42.0187988,591.4130249,29.7000008,1.3,28.3999996,12.6667004,20.8332996,23.8167,9.1999998,505,55,32,16.8675003,142,105,126,121,0.888838,13.2779999
39,NSW0493,Eucalyptus sideroxylon,-33.94302073,147.1145585,299,1892,29,68,60,11,41,16.3957996,11.8916998,41.8721008,591.3250122,29.6000004,1.2,28.3999996,12.6000004,20.7667007,23.7332993,9.1166697,505,55,33,16.6336002,142,105,126,122,0.891019,11.2488003
40,NSW0494,Eucalyptus sideroxylon,-33.94773128,147.0971715,309,1824,29,68,59,12,37,16.3875008,11.875,41.9611015,590.96698,29.6000004,1.3,28.2999992,12.5667,20.75,23.7332993,9.1166697,506,54,33,16.2262001,142,106,126,123,0.888896,13.0123997
41,NSW0495,Eucalyptus sideroxylon,-33.95573407,147.0661001,293,2191,27,67,61,12,39,16.4666996,12.0832996,42.2494011,592.2930298,29.7999992,1.2,28.6000004,12.6332998,20.8332996,23.8332996,9.1999998,500,54,33,16.0627995,138,106,126,120,0.898606,10.1967001
42,NSW0496,Eucalyptus sideroxylon,-33.95784513,147.0453473,279,2005,29,69,60,12,41,16.5167007,12.1667004,42.5407982,593.3850098,29.7999992,1.2,28.6000004,12.6667004,20.8666992,23.8833008,9.21667,493,53,32,15.9067001,136,105,124,118,0.893803,13.5272999
43,NSW0497,Eucalyptus sideroxylon,-33.97550781,147.0083627,270,3023,32,68,57,11,40,16.6042004,12.4750004,43.0172005,596.8150024,30.1000004,1.1,29,12.7666998,20.9832993,24,9.25,480,52,32,15.3202,131,105,122,114,0.897216,10.3698997
44,NSW0498,Eucalyptus sideroxylon,-33.96665091,147.0426918,285,2892,30,69,59,11,41,16.5625,12.2582998,42.7120018,593.6560059,29.8999996,1.2,28.7000008,12.7333002,20.9167004,23.9333,9.2666702,488,52,32,15.7987003,135,104,124,117,0.878664,9.41395
45,NSW0499,Eucalyptus sideroxylon,-33.98054064,147.0673416,276,2497,28,68,63,10,40,16.5291996,12.2582998,42.5637016,595.9539795,29.8999996,1.1,28.7999992,12.7166996,20.9167004,23.8999996,9.1666698,492,53,32,15.9558001,136,104,124,117,0.89513,10.3698997
46,NSW0500,Eucalyptus sideroxylon,-33.98532202,147.1109629,278,2969,35,69,53,12,40,16.4708004,12.2250004,42.3009987,597.4890137,29.8999996,1,28.8999996,12.6999998,20.8833008,23.8666992,9.0833302,501,54,32,16.2408009,140,105,126,120,0.893726,10.1591997
47,NSW0501,Eucalyptus sideroxylon,-33.98577724,147.1484845,282,3213,29,66,60,12,46,16.4500008,12.1667004,42.392601,594.5430298,29.7999992,1.1,28.7000008,12.6833,20.7833004,23.8332996,9.1166697,505,55,32,16.9543991,142,104,126,121,0.893637,15.5663004
48,NSW0502,Eucalyptus sideroxylon,-33.79060663,147.0970984,302,2904,27,69,62,11,46,16.4916992,12.25,42.8321991,596.6610107,29.7999992,1.2,28.6000004,12.6167002,20.8999996,23.8833008,9.1333303,513,54,33,15.9590998,142,110,130,122,0.894836,11.0137997
49,NSW0503,Eucalyptus sideroxylon,-33.77886292,147.0590381,275,3568,32,68,57,11,43,16.6457996,12.375,43.1184998,597.5310059,30,1.3,28.7000008,12.7833004,21.0667,24.0333004,9.2666702,495,53,32,16.5564995,137,106,126,117,0.892446,10.9548998
50,NSW0504,Eucalyptus sideroxylon,-33.77181005,147.0460198,296,2914,27,69,62,11,43,16.5375004,12.2082996,42.8362999,596.8980103,29.7999992,1.3,28.5,12.6499996,20.9666996,23.9167004,9.1666698,506,54,32,16.7877998,141,108,129,119,0.90138,11.4130001
51,NSW0505,Eucalyptus sideroxylon,-33.85499826,147.3780592,259,3202,30,68,56,13,39,16.6625004,12.4582996,43.1083984,595.8120117,30.2000008,1.3,28.8999996,12.8167,21.0499992,24.0832996,9.3333302,495,49,33,12.6104002,135,106,123,123,0.89015,11.8676996
52,NSW0506,Eucalyptus sideroxylon,-33.82323411,147.3650443,266,3033,24,67,65,11,158,16.6917,12.3000002,42.8571014,594.4619751,30.1000004,1.4,28.7000008,12.8832998,21.0667,24.0832996,9.3833303,498,50,33,12.2262001,135,108,124,124,0.898382,11.8774004
53,NSW0507,Eucalyptus sideroxylon,-33.81432943,147.3661022,265,2698,22,66,67,11,45,16.7166996,12.2666998,42.8903999,593.7410278,30.1000004,1.5,28.6000004,12.8999996,21.0832996,24.1166992,9.4333296,495,50,33,11.9467001,134,108,124,124,0.89976,10.0778999
54,NSW0508,Eucalyptus sideroxylon,-34.0877736,147.1423743,283,3113,32,68,57,11,42,16.3833008,12.3167,42.4712982,597.960022,29.8999996,0.9,29,12.5667,20.75,23.7999992,8.9833298,505,53,33,14.8277998,141,106,124,123,0.902757,10.4878998
55,NSW0509,Eucalyptus sideroxylon,-34.12744381,147.1250512,317,2471,27,65,62,11,45,16.1457996,12.3416996,42.4112015,596.2860107,29.7000008,0.6,29.1000004,12.2833004,20.5499992,23.5499992,8.78333,519,55,34,14.8698997,146,108,126,129,0.890866,10.7539997
56,NSW0510,Eucalyptus sideroxylon,-34.13608228,147.1169113,313,3224,26,67,62,11,42,16.1457996,12.375,42.3801003,597.4199829,29.7000008,0.5,29.2000008,12.2666998,20.5667,23.5667,8.7666702,513,54,33,15.3213997,145,105,124,129,0.88773,10.1327
57,NSW0512,Eucalyptus sideroxylon,-34.12057702,146.9954963,288,3387,31,69,57,12,42,16.3542004,12.3916998,42.8777008,595.9119873,29.7999992,0.9,28.8999996,12.4666996,20.7667007,23.75,9.0166702,484,52,33,13.9300003,132,105,119,120,0.890697,12.4589996
58,NSW0513,Eucalyptus sideroxylon,-34.11738225,146.971972,284,2819,29,66,60,11,47,16.4417,12.2833004,42.799099,591.5339966,29.7999992,1.1,28.7000008,12.5832996,20.7999992,23.7833004,9.1666698,472,50,33,13.3446999,128,104,117,116,0.898872,10.2903004
59,NSW0514,Eucalyptus sideroxylon,-34.15737776,146.9196113,310,2724,24,64,64,12,54,16.3041992,11.9917002,42.3734016,587.6820068,29.5,1.2,28.2999992,12.4167004,20.6499996,23.6000004,9.0833302,475,51,34,13.4329996,130,104,117,119,0.896843,11.7355003
60,NSW0515,Eucalyptus sideroxylon,-34.1610798,146.84587,200,4252,31,68,57,12,45,16.9207993,12.6750002,44.0103989,593.5930176,30.2000008,1.4,28.7999992,23.8833008,10.4167004,24.1667004,9.5833302,401,43,26,12.3557997,104,91,102,100,0.890479,11.0951004
61,NSW0516,Eucalyptus sideroxylon,-34.21314491,146.7332754,176,6160,34,71,56,11,37,17.0042,12.875,44.0924988,596.75,30.5,1.3,29.2000008,23.9832993,10.4833002,24.2999992,9.6166697,399,42,27,11.7531996,105,92,101,100,0.894787,11.2488003
62,NSW0517,Eucalyptus sideroxylon,-34.22329808,146.7314815,176,6130,32,69,57,11,43,17.0042,12.875,44.0924988,596.75,30.5,1.3,29.2000008,23.9832993,10.4833002,24.2999992,9.6166697,401,42,27,11.9130001,105,93,101,102,0.893659,13.6103001
63,NSW0518,Eucalyptus sideroxylon,-34.2451176,146.757917,194,5844,31,69,59,11,40,16.8917007,12.6667004,43.6781998,594.0609741,30.2999992,1.3,29,23.8332996,10.4333,24.1833,9.5500002,406,42,28,10.9373999,105,95,101,103,0.894385,11.0528002
64,NSW0519,Eucalyptus sideroxylon,-34.25519357,146.7759933,205,5063,33,68,55,12,44,16.7875004,12.6583004,43.6493988,594.0930176,30.2000008,1.2,29,12.8999996,10.3332996,24.1000004,9.4499998,411,43,29,11.1605997,108,98,101,106,0.895046,10.5556002
65,NSW0520,Eucalyptus sideroxylon,-34.27350392,146.7518532,197,5360,32,68,56,12,38,16.7999992,12.7166996,43.5502014,597.3460083,30.2999992,1.1,29.2000008,12.8999996,22.4500008,24.1499996,9.4166698,412,43,30,10.8163996,109,98,101,106,0.89392,11.0664997
66,NSW0521,Eucalyptus sideroxylon,-34.28865999,146.7977522,231,3196,31,66,59,10,40,16.5874996,12.6083002,43.3275986,596.4219971,30.1000004,1,29.1000004,12.6833,21,23.9666996,9.2333298,432,45,31,10.9934998,116,102,104,113,0.893519,10.7484999
67,NSW0549,Eucalyptus sideroxylon,-34.735113,147.892117,442,2540,24,60,60,16,56,14.5874996,11.7250004,42.7919998,564.5839844,27.2999992,-0.1,27.3999996,10.8999996,18.9333,21.6667004,7.7666702,655,67,37,16.9892998,189,130,145,177,0.892071,10.4019003
68,NSW0550,Eucalyptus sideroxylon,-34.722602,147.899144,414,2176,27,60,55,18,60,14.6042004,12.3083,43.9583015,569.0720215,27.7000008,-0.3,28,8.5666704,18.9666996,21.7332993,7.71667,647,65,37,16.2026997,185,131,144,174,0.889584,12.0339003
69,NSW0551,Eucalyptus sideroxylon,-34.711596,147.924809,405,2607,27,61,57,16,51,14.6416998,13.1499996,45.344799,576.1420288,28.2000008,-0.8,29,8.53333,19.0499992,21.8833008,7.6833301,649,65,38,15.5873003,184,131,147,175,0.884457,10.2192001
70,NSW0569,Eucalyptus sideroxylon,-35.14736007,147.8899114,319,2014,28,60,58,14,46,15.0874996,12.2417002,43.5647011,577.1799927,28.2000008,0.1,28.1000004,8.96667,19.4333,22.3500004,8.1166697,732,79,39,20.8603001,227,138,150,213,0.887586,12.8254004
71,NSW0571,Eucalyptus sideroxylon,-35.30830041,147.7451796,283,2806,30,60,56,14,51,15.2624998,13.1083002,44.7383003,587.7039795,28.8999996,-0.4,29.2999992,9.0666704,22.2667007,22.6333008,8.1333303,704,75,37,19.5886002,213,135,146,204,0.876722,9.0181503
72,NSW0574,Eucalyptus sideroxylon,-35.32679591,147.6966688,281,2464,31,60,54,15,47,15.0417004,13.4666996,45.3423004,587.5289917,28.8999996,-0.8,29.7000008,8.8833303,22.1000004,22.4500008,7.96667,711,76,37,20.2304993,216,135,147,208,0.904327,9.4981203
73,NSW0575,Eucalyptus sideroxylon,-35.26109227,147.5934772,312,2233,29,61,56,15,49,15.0375004,12.6750002,43.8581009,580.6619873,28.6000004,-0.3,28.8999996,8.8833303,21.9832993,22.3666992,8.0500002,685,71,38,18.2124004,204,134,145,195,0.880777,11.3934002
74,NSW0578,Eucalyptus sideroxylon,-35.28500542,147.6088741,337,1987,28,59,57,15,47,14.9457998,12.6416998,43.7428017,579.4650269,28.5,-0.4,28.8999996,8.8000002,21.8833008,22.2667007,7.9833298,700,74,38,19.2745991,211,135,146,202,0.889933,10.4593
75,NSW0294,Eucalyptus sideroxylon,-33.91078846,148.4386255,462,1901,27,65,56,17,54,14.8667002,11.8332996,42.5658989,560.8729858,27.8999996,0.1,27.7999992,8.8333302,19.1499996,21.8833008,8.1000004,684,68,40,16.7968006,200,134,164,182,0.890182,11.7592001
76,NSW0295,Eucalyptus sideroxylon,-33.91635329,148.4289102,495,3104,28,63,57,15,50,14.7749996,11.7166996,42.6060982,560.2089844,27.6000004,0.1,27.5,8.75,19.0499992,21.7667007,8,688,68,40,17.1324997,202,133,164,184,0.884262,12.3451996
77,NSW0296,Eucalyptus sideroxylon,-33.9230713,148.4112073,498,2486,30,62,53,17,44,14.6999998,11.6000004,42.3358002,561.6820068,27.5,0.1,27.3999996,8.6333303,19,21.7166996,7.9166698,700,70,40,17.4314003,206,135,168,189,0.910471,9.2429504
